address,city,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
8763 E. Bell Road,Scottsdale,Oggi's Pizza and Brewing Co.,AZ,BrewPub,-111.8913939,33.6396513,85260,2005,2005,040132168451022,04013216845
8763 E. Bell Rd.,Scottsdale,Oggi's Pizza and Brewing Co.,AZ,BrewPub,-111.892962456,33.6399724114,85260,2006,2009,040132168451022,04013216845
8668 East Shea Boulevard ,Scottsdale,Rock Bottom Restaurant & Brewery ,AZ,BrewPub,-111.8937255,33.5826968,85260,2005,2005,040132168163014,04013216816
7107 East McDowell Road ,Scottsdale,Papago Brewing ,AZ,BrewPub,-111.9282932,33.4656219,85257,2005,2005,040132181001000,04013218100
7107 E. McDowell Rd. ,Scottsdale,Papago Brewing ,AZ,BrewPub,-111.928261824,33.4655029511,85257,2006,2015,040132181001000,04013218100
10426 E. Jomax Rd. ,Scottsdale,Sonoran Brewing Co.,AZ,BrewPub,-111.852993172,33.7271367139,85255,2006,2015,040132168292019,04013216829
10426 East Jomax Road ,Scottsdale,Sonoran Brewing Co.,AZ,BrewPub,-111.8530532,33.7268108,85255,2005,2005,040132168292019,04013216829
6910 E. Shea Boulevard ,Scottsdale,Streets of New York Brewery,AZ,BrewPub,-111.9320452,33.5826323,85254,2005,2005,040132168302001,04013216830
6910 E. Shea Blvd. ,Scottsdale,Streets of New York Brewery,AZ,BrewPub,-111.931836492,33.5825208165,85254,2006,2007,040132168302001,04013216830
5945 West Ray Road ,Chandler,Copper Canyon Grill & Brew Pub ,AZ,BrewPub,-111.9444041,33.3197568,85226,2005,2005,040138105003013,04013810500
5945 W. Ray Rd. ,Chandler,Copper Canyon Grill & Brew Pub ,AZ,BrewPub,-111.944252565,33.3198129347,85226,2006,2007,040138105003013,04013810500
14205 S. 50th St.,Ahwatukee,Rock Bottom Restaurant & Brewery ,AZ,BrewPub,-111.9756219,33.3182085,85044,2005,2005,040131167192002,04013116719
14205 S. 50th St.,Phoenix,Rock Bottom Restaurant & Brewery ,AZ,BrewPub,-111.975812046,33.3166867689,85044,2006,2011,040131167192006,04013116719
686 S. Main Street,Moab,Moab Brewery,UT,BrewPub,-109.5497764,38.5627592,84532,2005,2005,490190003001007,49019000300
57 S. Main St.,Moab,Eddie McStiff's Restaurant & MicroBrewery,UT,BrewPub,-109.550604691,38.572510523,84532,2006,2014,490190002004006,49019000200
686 S. Main St.,Moab,Moab Brewery,UT,BrewPub,-109.54910734,38.5627161113,84532,2006,2015,490190003001007,49019000300
57 Main,Moab,Eddie McStiff's Restaurant & MicroBrewery,UT,BrewPub,-109.5510165,38.5741204,84532,2005,2005,490190002004004,49019000200
1653 N. Carbonville Rd.,Helper,Groggs - Pinnacle Brewing Co.,UT,BrewPub,-110.843820578,39.6258459207,84501,2006,2015,490070002003011,49007000200
1653 North Carbonville Road,Helper,Groggs - Pinnacle Brewing Co.,UT,BrewPub,-110.8431654,39.6258667,84501,2005,2005,490070002003011,49007000200
825 South State St.,Salt Lake City,EPIC Brewing Co.,UT,MicroBrewery,-111.887675,40.751162,84111,2011,2011,490351023002010,49035102300
825 S. State St.,Salt Lake City,EPIC Brewing Co.,UT,MicroBrewery,-111.887675,40.751162,84111,2012,2015,490351023002010,49035102300
250 Main Street,Park City,Wasatch Brew Pub,UT,BrewPub,-111.4945634,40.6418105,84060,2005,2005,490439644021030,49043964402
250 Main St.,Park City,Wasatch Brew Pub,UT,BrewPub,-111.494526568,40.6417618133,84060,2006,2015,490439644021030,49043964402
94 E. Fort Union Blvd.  ,Salt Lake City,Bohemian Brewery & Grill ,UT,BrewPub,-111.887610642,40.6201129147,84047,2006,2009,490351125032002,49035112503
94 E. Fort Union Blvd. (7200 South),Midvale,Bohemian Brewery & Grill ,UT,BrewPub,-111.887610642,40.6201129147,84047,2010,2015,490351125032002,49035112503
1109 Fontaine Dr.,Ponderay,Laughing Dog Brewing,ID,MicroBrewery,-116.546428,48.297458,83852,2013,2015,160179502006038,16017950200
55 Emerald Industrial Park Rd.,Ponderay,Laughing Dog Brewing,ID,MicroBrewery,-116.538502,48.300305,83852,2008,2012,160179502006015,16017950200
209 Lakeside Ave.,Coeur d'Alene,Coeur d'Alene Brewing Co.,ID,BrewPub,-116.783947801,47.674524152,83814,2006,2010,160550014001094,16055001400
209 Lakeside Avenue,Coeur d'Alene,Coeur d'Alene Brewing Co.,ID,BrewPub,-116.7837391,47.6745297,83814,2005,2005,160550014001094,16055001400
5181 Glenwood,Garden City,Crooked Fence Brewing Barrelhouse,ID,BrewPub,-116.279762,43.652303,83714,2014,2014,160010024122017,16001002412
5181 N. Glenwood St.,Garden City,Crooked Fence Brewing Barrelhouse,ID,BrewPub,-116.279762,43.652303,83714,2015,2015,160010024122017,16001002412
709 E. Park Blvd. ,Boise,Ram Restaurant & Brewery,ID,BrewPub,-116.191252073,43.604026137,83712,2006,2015,160010007013036,16001000701
709 E. Park Boulevard ,Boise,Ram Restaurant & Brewery,ID,BrewPub,-116.1925,43.6044387,83712,2005,2005,160010007013036,16001000701
3019 N. Cole Rd. ,Boise,Sockeye Grill & Brewery,ID,BrewPub,-116.274449371,43.6337106622,83704,2006,2015,160010023024000,16001002302
3019 N. Cole Road ,Boise,Sockeye Grill & Brewery,ID,BrewPub,-116.2752137,43.6323958,83704,2005,2005,160010023024000,16001002302
807 N. 3rd Street,McCall,McCall Brewing Co.,ID,BrewPub,-116.0975814,44.9088994,83638,2005,2005,160859702002267,16085970200
807 N. 3rd St.,McCall,McCall Brewing Co.,ID,BrewPub,-116.09737617,44.9089000046,83638,2006,2015,160859702002267,16085970200
621 21st St.,Lewiston,M.J. Barleyhoppers,ID,BrewPub,-117.001472842,46.4140806043,83501,2006,2015,160699603002052,16069960300
621 21st Street,Lewiston,M.J. Barleyhoppers,ID,BrewPub,-117.0007671,46.414349,83501,2005,2005,160699603002052,16069960300
101 S. Andrews,Salmon,Bertram's Brewery & Restaurant,ID,BrewPub,-113.893139223,45.1750804568,83467,2006,2015,160599702001003,16059970200
101 South Andrews,Salmon,Bertram's Brewery & Restaurant,ID,BrewPub,-113.8933618,45.1750048,83467,2005,2005,160599702001003,16059970200
601 West 19th Street,Idaho Falls,Idaho Brewing Co./Dr. Hops,ID,BrewPub,-112.04628,43.48013,83402,2005,2005,160199710006009,16019971000
601 W. 19th St.,Idaho Falls,Idaho Brewing Co./Dr. Hops,ID,BrewPub,-112.046101684,43.4805161216,83402,2006,2006,160199710006009,16019971000
516 2nd St. South,Twin Falls,Twin Falls Brewing Co./Mugger's Brewpub,ID,BrewPub,-114.4725932,42.552101,83301,2005,2005,160830011003035,16083001100
516 2nd St. S.,Twin Falls,Twin Falls Brewing Co./Mugger's Brewpub,ID,BrewPub,-114.472477683,42.5520967226,83301,2006,2006,160830011003077,16083001100
406 West Pine Street,Pinedale,Bottom's Up Brewery,WY,BrewPub,-109.8658982,42.8662962,82941,2005,2005,560350001021151,56035000102
406 W. Pine St.,Pinedale,Bottom's Up Brewery,WY,BrewPub,-109.865652549,42.8664019682,82941,2006,2015,560350001021151,56035000102
128 Main St.,Lander,Snake River Brewing/Cowfish Restaurant,WY,BrewPub,-108.72792,42.832582,82520,2010,2015,560130002001011,56013000200
148 Main Street,Lander,Snake River Brewing/Cowfish Restaurant,WY,BrewPub,-108.7279069,42.8327448,82520,2005,2005,560130002001011,56013000200
148 Main St.,Lander,Snake River Brewing/Cowfish Restaurant,WY,BrewPub,-108.727972163,42.8328617999,82520,2006,2009,560130002001011,56013000200
601 Pic Pike Country Rd. ,Saratoga,Sierra Madre Brewing Co. @ Saratoga Inn,WY,BrewPub,-106.801638711,41.4534622427,82331,2006,2007,560079680002104,56007968000
601 Pic Pike Country Road ,Saratoga,Sierra Madre Brewing Co. @ Saratoga Inn,WY,BrewPub,-106.8064263,41.4549621,82331,2005,2005,560079680002178,56007968000
1622 Grand Ave.,Laramie,Library Restaurant & Brewing Co.,WY,BrewPub,-105.575758963,41.3098648095,82070,2006,2008,560019636003001,56001963600
1622 Grand Avenue,Laramie,Library Restaurant & Brewing Co.,WY,BrewPub,-105.5750957,41.3097038,82070,2005,2005,560019636003001,56001963600
320 S. 2nd St.,Laramie,Altitude Chophouse & Brewery,WY,BrewPub,-105.594897694,41.3108549174,82010,2006,2015,560019634001025,56001963400
320 South Second Street,Laramie,Altitude Chophouse & Brewery,WY,BrewPub,-105.595231,41.3103382,82010,2005,2005,560019634001009,56001963400
1509 Pioneer Ave.,Cheyenne,Freedom's Edge Brewing Co.,WY,Brewery,-104.8170537,41.1312246,82001,2015,2015,560210007001129,56021000700
301 W. Lincolnway,Cheyenne,Freedom's Edge Brewing Co.,WY,MicroBrewery,-104.816563,41.132277,82001,2013,2014,560210007001122,56021000700
105 Edwards Village Boulevard,Edwards,Gore Range Brewery,CO,BrewPub,-106.5961512,39.6443301,81632,2005,2005,080370004022000,08037000402
105 Edwards Village Blvd.,Edwards,Gore Range Brewery,CO,BrewPub,-106.595098401,39.6433930087,81632,2006,2015,080370004022016,08037000402
225 Girard St.,Durango,Ska Brewing Co.,CO,MicroBrewery,-107.874903,37.239474,81301,2010,2015,080679711001113,08067971100
545 Turner Dr.,Durango,Ska Brewing Co.,CO,MicroBrewery,-107.879349,37.2440349,81301,2005,2009,080679711001075,08067971100
100 N. Pagosa Blvd.,Pagosa Springs,Pagosa Brewing Co.,CO,MicroBrewery,-107.079995871,37.2556694406,81147,2007,2008,080079742003037,08007974200
118 N. Pagosa Blvd.,Pagosa Springs,Pagosa Brewing Co.,CO,MicroBrewery,-107.078971,37.255176,81147,2009,2015,080079742003037,08007974200
442 Wolverine Drive,Bayfield,Steamworks Brewing Co.,CO,BrewPub,-107.5969552,37.2345111,81122,2005,2005,080679706002105,08067970600
442 Wolverine Dr.,Bayfield,Steamworks Brewing Co.,CO,BrewPub,-107.597587109,37.2361113734,81122,2006,2009,080679706002105,08067970600
625 Paonia St. ,Colorado Springs,Blicks Brewing Company ,CO,MicroBrewery,-104.715527682,38.8412983692,80915,2006,2015,080410050004021,08041005000
625 Paonia Street ,Colorado Springs,Blicks Brewing Company ,CO,MicroBrewery,-104.7164896,38.8412113,80915,2005,2005,080410050004012,08041005000
1647 S. Tejon St. ,Colorado Springs,Bristol Brewing Company ,CO,BrewPub,-104.825844482,38.8093456453,80906,2006,2013,080410030001029,08041003000
1647 S. Tejon Street ,Colorado Springs,Bristol Brewing Company ,CO,BrewPub,-104.8257733,38.8098878,80906,2005,2005,080410030001034,08041003000
4 S. Cascade Ave. ,Colorado Springs,Judge Baldwin's Brewing Company ,CO,BrewPub,-104.825409623,38.8337438623,80903,2006,2013,080410023001048,08041002300
11 S. Tejon St. ,Colorado Springs,Il Vicino Wood Oven Pizza and Brewery ,CO,BrewPub,-104.823162984,38.8336274356,80903,2006,2015,080410023001045,08041002300
4 South Cascade Avenue ,Colorado Springs,Judge Baldwin's Brewing Company ,CO,BrewPub,-104.826673,38.833327,80903,2005,2005,080410023001032,08041002300
2 East Pikes Peak Avenue ,Colorado Springs,Phantom Canyon Brewing Company ,CO,BrewPub,-104.8254185,38.8346139,80903,2005,2005,080410023001026,08041002300
11 South Tejon Street ,Colorado Springs,Il Vicino Wood Oven Pizza and Brewery ,CO,BrewPub,-104.8232174,38.8333598,80903,2005,2005,080410023001045,08041002300
2 E. Pikes Peak Ave. ,Colorado Springs,Phantom Canyon Brewing Company ,CO,BrewPub,-104.82516468,38.8340247945,80903,2006,2015,080410023001024,08041002300
780 N. Ninth Avenue ,Brighton,Platte Bottom Brewing Company ,CO,MicroBrewery,-104.8114215,39.9743383,80601,2005,2005,080010086052020,08001008605
780 N. Ninth Ave. ,Brighton,Platte Bottom Brewing Company ,CO,MicroBrewery,-104.811251173,39.9745630733,80601,2006,2006,080010086052020,08001008605
500 Linden Street,Fort Collins,New Belgium Brewing Co.,CO,MicroBrewery,-105.066874,40.593415,80524,2005,2005,080690013061024,08069001306
1900 E. Lincon Ave.,Fort Collins,Fort Collins Brewery,CO,MicroBrewery,-105.0420578,40.5830931,80524,2005,2010,080690013061035,08069001306
500 Linden St.,Fort Collins,New Belgium Brewing Co.,CO,MicroBrewery,-105.06972526,40.5927668471,80524,2006,2015,080690013061078,08069001306
1020 E. Lincoln Ave.,Fort Collins,Fort Collins Brewery,CO,BrewPub,-105.058459,40.588593,80524,2011,2015,080690013061076,08069001306
321 Main St.,Berthoud,City Star Brewing,CO,MicroBrewery,-105.093271,40.30212,80513,2013,2014,080690027004011,08069002700
321 Mountain Ave.,Berthoud,City Star Brewing,CO,Brewery,-105.078995,40.304884,80513,2015,2015,080690027004001,08069002700
115 E. 7th Street,Leadville,Boomtown Brewpub,CO,BrewPub,-106.291502,39.24942,80461,2005,2005,080659617004015,08065961700
115 E. 7th St.,Leadville,Boomtown Brewpub,CO,BrewPub,-106.291608267,39.249582555,80461,2006,2009,080659617004015,08065961700
1401 Miner St.,Idaho Springs,Tommyknocker Brewery & Pub,CO,BrewPub,-105.51829078,39.7419067612,80452,2006,2015,080190148001081,08019014800
1401 E. Miner St.,Idaho Springs,Tommyknocker Brewery & Pub,CO,BrewPub,-105.5176984,39.7415739,80452,2005,2005,080190148001136,08019014800
9921 US Highway 34,Grand Lake,Grand Lake Brewing Co.,CO,BrewPub,-105.878387,40.193954,80447,2013,2013,080490002012316,08049000201
915 Grand Ave.,Grand Lake,Grand Lake Brewing Co.,CO,BrewPub,-105.8204516,40.2518,80447,2005,2012,080490002012183,08049000201
720 Main St.,Frisco,Backcountry Brewery,CO,BrewPub,-106.0940619,39.576458,80443,2012,2015,081170003004008,08117000300
710 Main St.,Frisco,Backcountry Brewery,CO,BrewPub,-106.0936413,39.5765134,80443,2005,2011,081170003004007,08117000300
920 12th Street ,Golden,Golden City Brewery ,CO,MicroBrewery,-105.2236543,39.7546856,80401,2005,2005,080590100002007,08059010000
14285 W. Colfax Ave. ,Golden,Hops Restaurant and Brewery ,CO,BrewPub,-105.158510776,39.736077719,80401,2006,2013,080590098072029,08059009807
14285 West Colfax Avenue ,Golden,Hops Restaurant and Brewery ,CO,BrewPub,-105.1615574,39.7337562,80401,2005,2005,080590098072028,08059009807
920 12th St. ,Golden,Golden City Brewery ,CO,MicroBrewery,-105.222727768,39.7548326952,80401,2006,2015,080590100002007,08059010000
3201 Walnut Street ,Boulder,Twisted Pine Brewing Company ,CO,MicroBrewery,-105.2510584,40.0207415,80307,2005,2005,080130122034024,08013012203
3201 Walnut St. ,Boulder,Twisted Pine Brewing Company ,CO,MicroBrewery,-105.251276509,40.0203170801,80307,2006,2015,080130122034024,08013012203
1001 16th Street ,Denver,Rock Bottom Restaurant & Brewery ,CO,BrewPub,-104.9949079,39.7478393,80265,2005,2005,080310017021010,08031001702
1001 16th St. ,Denver,Rock Bottom Restaurant & Brewery ,CO,BrewPub,-104.994939874,39.7472958878,80265,2006,2015,080310017022003,08031001702
1257 West 120th Avenue ,Westminster,C.B. & Potts Restaurants-Big Horn Breweries ,CO,BrewPub,-105.0007694,39.9149286,80234,2005,2005,080010602002028,08001060200
1257 W. 120th Ave. ,Westminster,C.B. & Potts Restaurants-Big Horn Breweries ,CO,BrewPub,-105.002012025,39.9144270615,80234,2006,2015,080010602002033,08001060200
311 West 104th Avenue ,Northglenn,Hops Restaurant and Brewery ,CO,BrewPub,-104.990094,39.886632,80234,2005,2005,080010093234000,08001009323
311 W. 104th Ave. ,Northglenn,Hops Restaurant and Brewery ,CO,BrewPub,-104.99119135,39.8854520221,80234,2006,2009,080010093234000,08001009323
12354 West Alameda Parkway ,Lakewood,Ironworks Brewery and Pub ,CO,BrewPub,-105.1362121,39.7033476,80228,2005,2005,080590117114001,08059011711
12354 W. Alameda Parkway ,Lakewood,Ironworks Brewery and Pub ,CO,BrewPub,-105.137664856,39.7048722299,80228,2006,2015,080590117114015,08059011711
4700 Cherry Creek Dr. South ,Denver,Bull & Bush Pub & Brewery ,CO,BrewPub,-104.9324133,39.7030961,80222,2005,2005,080050049522010,08005004952
4700 Cherry Creek Dr. S. ,Denver,Bull & Bush Pub & Brewery ,CO,BrewPub,-104.932783435,39.7040243264,80222,2006,2015,080050049522010,08005004952
2401 Blake St. ,Denver,Flying Dog Brewery ,CO,MicroBrewery,-104.989796781,39.7580856693,80205,2006,2015,080310016002020,08031001600
2401 Blake Street ,Denver,Flying Dog Brewery ,CO,MicroBrewery,-104.9893989,39.7583991,80205,2005,2005,080310016002017,08031001600
471 Kalamath St. ,Denver,Breckenridge BBQ & Brew Pub,CO,BrewPub,-105.00041817,39.7236111523,80204,2006,2015,080310021003032,08031002100
2220 Blake Street ,Denver,Breckenridge Ball Park Brew Pub,CO,BrewPub,-104.991249,39.756297,80204,2005,2005,080310016002024,08031001600
2220 Blake St. ,Denver,Breckenridge Ball Park Brew Pub,CO,BrewPub,-104.991720285,39.7561864149,80204,2006,2015,080310016002024,08031001600
471 Kalamath Street ,Denver,Breckenridge BBQ & Brew Pub,CO,BrewPub,-105.0006015,39.7236683,80204,2005,2005,080310021003032,08031002100
1919 Blake Street ,Denver,Falling Rock Tap House ,CO,BrewPub,-104.9954029,39.753935,80202,2005,2005,080310017013004,08031001701
1634 18th Street ,Denver,Wynkoop Brewing Company ,CO,BrewPub,-104.9984271,39.7533936,80202,2005,2005,080310017013002,08031001701
1634 18th St. ,Denver,Wynkoop Brewing Company ,CO,BrewPub,-104.998341757,39.7531780614,80202,2006,2015,080310017013002,08031001701
1919 Blake St. ,Denver,Falling Rock Tap House ,CO,BrewPub,-104.995615461,39.7535229218,80202,2006,2007,080310017013004,08031001701
19751 East Main Street ,Parker,Parker Station Grill & Brewing Co.,CO,BrewPub,-104.7604804,39.5185062,80134,2005,2005,080350139041017,08035013904
19751 E. Main St. ,Parker,Parker Station Grill & Brewing Co.,CO,BrewPub,-104.758031185,39.5180098734,80134,2006,2006,080350139041010,08035013904
8026 W. Bowles Ave. ,Littleton,Hops Restaurant and Brewery ,CO,BrewPub,-105.087985266,39.609695159,80123,2006,2013,080590120481002,08059012048
8026 W. Bowles Avenue ,Littleton,Hops Restaurant and Brewery ,CO,BrewPub,-105.085005,39.6091987,80123,2005,2005,080590120481002,08059012048
5798 S. Rapp Street ,Littleton,5280 Roadhouse & Brewery ,CO,BrewPub,-105.0195986,39.6119764,80120,2005,2005,080050065011036,08005006501
5798 S. Rapp St. ,Littleton,5280 Roadhouse & Brewery ,CO,BrewPub,-105.019566424,39.6121331542,80120,2006,2015,080050065011036,08005006501
9627 E. County Line Road ,Englewood,Rock Bottom Restaurant & Brewery ,CO,BrewPub,-104.873876,39.567775,80112,2005,2005,080050067092001,08005006709
9627 E. County Line Rd. ,Englewood,Rock Bottom Restaurant & Brewery ,CO,BrewPub,-104.877094919,39.5661525336,80112,2006,2015,080050067092000,08005006709
18 Olney Avenue ,Cherry Hill,Flying Fish Brewing Company ,NJ,MicroBrewery,-74.965166,39.9190742,8003,2005,2005,340076035011007,34007603501
1940 Olney Ave.,Cherry Hill,Flying Fish Brewing Company ,NJ,MicroBrewery,-74.969,39.9065,8003,2006,2015,340076035011029,34007603501
1 W. Flatiron Circle ,Broomfield,Gordon Biersch Brewery Restaurant ,CO,BrewPub,-105.128690008,39.92939,80021,2006,2015,080140311001043,08014031100
1 West Flatiron Circle ,Broomfield,Gordon Biersch Brewery Restaurant ,CO,BrewPub,-105.132472,39.932939,80021,2005,2005,080140311001035,08014031100
555 Zang St. ,Broomfield,C.B. & Potts Restaurants-Big Horn Breweries ,CO,BrewPub,-105.133319401,39.9289470442,80020,2006,2015,080140311001038,08014031100
555 Zang Street ,Broomfield,C.B. & Potts Restaurants-Big Horn Breweries ,CO,BrewPub,-105.1337949,39.9280582,80020,2005,2005,080140311001058,08014031100
15110 E. Hampden St.,Aurora,Dry Dock Brewing Co.,CO,MicroBrewery,-104.812,39.6514,80014,2006,2013,080050838001000,08005083800
15120 E. Hampden St.,Aurora,Dry Dock Brewing Co.,CO,MicroBrewery,-104.81208,39.652922,80014,2014,2015,080050838001000,08005083800
11905 Gateway Boulevard West,El Paso,BJ's Brewhouse,TX,BrewHouse,-106.3063,31.7227,79936,2007,2009,481410043093019,48141004309
11905 Gateway Blvd. West,El Paso,BJ's Brewhouse,TX,BrewHouse,-106.3063,31.7227,79936,2010,2015,481410043093019,48141004309
209 West Holland Avenue ,Alpine,Edelweiss Brewery & Restaurant,TX,BrewPub,-103.662458673,30.3572826442,79830,2006,2006,480439504002015,48043950400
209 West Holland Ave.,Alpine,Edelweiss Brewery & Restaurant,TX,BrewPub,-103.662458673,30.3572826442,79830,2007,2008,480439504002015,48043950400
279 Springfield Ave.,Berkeley Heights,Trap Rock Restaurant & Brewery,NJ,BrewPub,-74.4348849233,40.6890708669,7922,2006,2015,340390382025005,34039038202
279 Springfield Avenue,Berkeley Heights,Trap Rock Restaurant & Brewery,NJ,BrewPub,-74.4347612,40.6890147,7922,2005,2005,340390382025005,34039038202
3301 E. 5th Street ,Austin,Live Oak Brewing Company ,TX,MicroBrewery,-97.7056538,30.2543061,78702,2005,2005,484530009022037,48453000902
3301 E. 5th St. ,Austin,Live Oak Brewing Company ,TX,MicroBrewery,-97.7056462846,30.2546745161,78702,2006,2015,484530009022037,48453000902
604 Neches St. ,Austin,Lovejoy's Tap Room & Brewery ,TX,BrewPub,-97.738429753,30.2670119124,78701,2006,2013,484530011001096,48453001100
604 Neches Street ,Austin,Lovejoy's Tap Room & Brewery ,TX,BrewPub,-97.7382482,30.2668326,78701,2005,2005,484530011001096,48453001100
405 3rd St.,Blanco,Real Ale Brewing Co.,TX,MicroBrewery,-98.4222795,30.0969286,78606,2005,2014,480319502002050,48031950200
231 San Saba Ct.,Blanco,Real Ale Brewing Co.,TX,MicroBrewery,-98.4128231,30.1132717,78606,2011,2015,480319502002001,48031950200
1414 South Alamo Street ,San Antonio,Blue Star Brewing Company ,TX,BrewPub,-98.4954787,29.4099534,78212,2005,2005,480291921002007,48029192100
1414 S. Alamo St. ,San Antonio,Blue Star Brewing Company ,TX,BrewPub,-98.4956060831,29.4099867736,78212,2006,2015,480291921002007,48029192100
402 River Rd. ,Boerne,Dodging Duck Brewhaus ,TX,BrewPub,-98.7260900051,29.7897099939,78006,2006,2015,482599705002035,48259970500
402 River Road ,Boerne,Dodging Duck Brewhaus ,TX,BrewPub,-98.7259811,29.7898434,78006,2005,2005,482599705002035,48259970500
515 W. Bay Area Boulevard ,Webster,BJ's Restaurant and Brewery,TX,BrewPub,-95.1323744,29.5451201,77598,2005,2005,482013411002002,48201341100
515 W. Bay Area Blvd. ,Webster,BJ's Restaurant and Brewery,TX,BrewPub,-95.1330679913,29.5453930841,77598,2006,2006,482013411002002,48201341100
183 Riverside Avenue,Red Bank,Basil T's Brewpub & Italian Grill,NJ,BrewPub,-74.0748821,40.3533527,7701,2005,2005,340258036005006,34025803600
183 Riverside Ave.,Red Bank,Basil T's Brewpub & Italian Grill,NJ,BrewPub,-74.075221713,40.3532957699,7701,2006,2015,340258036005006,34025803600
2400 University Blvd. ,Houston,Two Rows Restaurant & Brewery ,TX,BrewPub,-95.414967548,29.7151027089,77005,2006,2010,482014120002033,48201412000
2400 University Boulevard ,Houston,Two Rows Restaurant & Brewery ,TX,BrewPub,-95.4157594,29.7155942,77005,2005,2005,482014120002033,48201412000
4901 Belt Line Road ,Addison,BJ's Restaurant and Brewery,TX,BrewPub,-96.8280404,32.9546307,75240,2005,2005,481130136162022,48113013616
4901 Belt Line Rd. ,Addison,BJ's Restaurant and Brewery,TX,BrewPub,-96.8262181148,32.9541870535,75240,2006,2015,481130136162023,48113013616
5500 Greenville Ave. ,Dallas,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.7691601435,32.8530541605,75206,2006,2008,481130079092007,48113007909
6050 Greenville Ave. ,Dallas,Humperdink's Big Horn Brewing Co.,TX,BrewPub,-96.7680075136,32.8591257064,75206,2006,2015,481130079122000,48113007912
6050 Greenville Avenue ,Dallas,Humperdink's Big Horn Brewing Co.,TX,BrewPub,-96.767987,32.858649,75206,2005,2005,481130079122000,48113007912
5500 Greenville Avenue ,Dallas,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.7685161,32.854427,75206,2005,2005,481130079092007,48113007909
4959 N. OConner Blvd,Irving,Humperdink's Big Horn Brewing Co.,TX,BrewPub,-96.9464179,32.8667718,75062,2005,2005,481130143121012,48113014312
4959 N. OConnor Blvd,Irving,Humperdink's Big Horn Brewing Co.,TX,BrewPub,-96.9468208265,32.8661190803,75062,2006,2006,481130143121015,48113014312
1124 NW 51st St.,Oklahoma City,COOP Ale Works,OK,MicroBrewery,-97.530535,35.523588,73118,2012,2015,401091001001021,40109100100
1114 NW 51st St.,Oklahoma City,COOP Ale Works,OK,MicroBrewery,-97.530322,35.52346,73118,2009,2011,401091001001021,40109100100
421 SW 26 Street ,Oklahoma City,Huebert Brewing Company ,OK,MicroBrewery,-97.520902,35.438605,73109,2005,2005,401091047001014,40109104700
421 SW 26 St. ,Oklahoma City,Huebert Brewing Company ,OK,MicroBrewery,-97.5203826918,35.4383970725,73109,2006,2013,401091047001014,40109104700
1 N. Oklahoma Ave.,Oklahoma City,Bricktown Brewery ,OK,BrewPub,-97.510878586,35.4664644563,73104,2012,2015,401091038001041,40109103800
1 N. Oklahoma ,Oklahoma City,Bricktown Brewery ,OK,BrewPub,-97.5108091,35.4667607,73104,2005,2011,401091038001040,40109103800
500 President Clinton Ave.,Little Rock,Boscos ,AR,BrewPub,-92.2654772799,34.7475004738,72201,2006,2014,051190044001058,05119004400
323 Cross Street ,Little Rock,Diamond Bear Brewing Co ,AR,MicroBrewery,-92.2835991,34.7472109,72201,2005,2005,051190044002063,05119004400
500 President Clinton Avenue,Little Rock,Boscos ,AR,BrewPub,-92.26469,34.747606,72201,2005,2005,051190044001058,05119004400
323 Cross St. ,Little Rock,Diamond Bear Brewing Co ,AR,MicroBrewery,-92.2836438575,34.7474732045,72201,2006,2015,051190044002063,05119004400
15 S. Orange Ave.,S. Orange,Gaslight Brewery & Restaurant,NJ,BrewPub,-74.2595521092,40.7461877261,7079,2006,2015,340130193001006,34013019300
15 South Orange Avenue,South Orange,Gaslight Brewery & Restaurant,NJ,BrewPub,-74.2593603,40.7464022,7079,2005,2005,340130193001002,34013019300
166 Barbee Rd.,Covington,Abita Brewing Co. ,LA,MicroBrewery,-90.055515,30.481436,70433,2010,2010,221030406052006,22103040605
166 Barbee Rd.,Abita Springs,Abita Brewing Co. ,LA,MicroBrewery,-90.055515,30.481436,70420,2011,2015,221030406052006,22103040605
527 Decatur Street ,New Orleans,Crescent City Brewhouse ,LA,BrewPub,-90.0640251,29.9557642,70130,2005,2005,220710135003015,22071013500
200 Poydras Street ,New Orleans,Gordon Biersch Brewery Restaurant ,LA,BrewPub,-90.0650167,29.9480629,70130,2005,2005,220710134001008,22071013400
200 Poydras St. ,New Orleans,Gordon Biersch Brewery Restaurant ,LA,BrewPub,-90.0648242842,29.948170735,70130,2006,2015,220710134001008,22071013400
527 Decatur St. ,New Orleans,Crescent City Brewhouse ,LA,BrewPub,-90.0640566604,29.9554846977,70130,2006,2015,220710135003015,22071013500
2537 Tulane Avenue ,New Orleans,Dixie Brewing Company ,LA,MicroBrewery,-90.088496,29.961248,70119,2005,2005,220710060001005,22071006000
201 Carrollton Avenue ,New Orleans,Brewhouse Grill ,LA,BrewPub,-90.099843,29.975716,70119,2005,2005,220710054003038,22071005400
2537 Tulane Ave. ,New Orleans,Dixie Brewing Company ,LA,MicroBrewery,-90.0879949693,29.9610513134,70119,2006,2006,220710060001005,22071006000
201 Carrollton Ave. ,New Orleans,Brewhouse Grill ,LA,BrewPub,-90.0996621379,29.9756148404,70119,2006,2006,220710054003038,22071005400
